Brugpunt1_deltax,Brugpunt2_deltax,Brugpunt1_deltaz,Brugpunt2_deltaz,Brug1_lokaal_x,Brug1_lokaal_y,Brug1_lokaal_z,Brug2_lokaal_x,Brug2_lokaal_y,Brug2_lokaal_z,Brug1_RD_x,Brug1_RD_y,Brug1_RD_z,Brug2_RD_x,Brug2_RD_y,Brug2_RD_z,Brug_rotatiex,Brug_rotatiey,Brug_rotatiez,Brug_opleg_dist,delta_y,Prism_dist,Timestamp,Name
-0.0254004143082047,-0.03186602418081843,0.11313597837346233,0.06167214179588287,2229.5488743579795,5558.445207623079,15.58516998276254,2244.6640631830464,5551.121544772234,15.58516998276254,124378.80897495075,426815.6429485064,15.58516998276254,124395.17940923694,426811.88610780553,15.58516998276254,0.051463836577579455,0.04806426750292303,0.006465609872613726,16.8,-0.02463089231241611,19.1,2025-12-02 18:00:00,Basculekelder
0.024076588604905056,0.021023544715469824,0.017227664673961123,-0.046781637258711595,2229.5488407142625,5558.445257100082,15.585074933215814,2244.6640044835062,5551.121597661803,15.585074933215814,124378.80893109173,426815.64298920357,15.585074933215814,124395.17934019366,426811.8861462239,15.585074933215814,0.06400930193267271,0.12532624054983899,0.003053043889435232,16.8,-0.07080252089508576,19.1,2025-12-02 22:00:00,Basculekelder
0.034368668737785775,0.043196743801329866,0.07363144281603963,0.01566752408942038,2229.5488700911465,5558.445267392162,15.585130923173082,2244.664015978345,5551.121619835002,15.585130923173082,124378.80895742185,426815.64300580637,15.585130923173082,124395.17934643711,426811.88617040653,15.585130923173082,0.05796391872661923,0.19933585508624674,-0.008828075063544086,16.8,-0.050366659479550435,19.1,2025-12-03 02:00:00,Basculekelder
0.05413090835378904,0.03976999036506816,0.1546822069049059,0.2038957949657627,2229.548907404286,5558.445287154402,15.585204637381647,2244.664017354687,5551.121616408249,15.585204637381647,124378.80898936866,426815.6430334147,15.585204637381647,124395.17934854513,426811.8861673745,15.585204637381647,-0.049213588060856794,0.2017748533944541,0.014360917988720872,16.8,-0.031021918630358414,19.1,2025-12-03 06:00:00,Basculekelder
0.0003763315081504941,-0.04997061557251978,-0.0029115536768325703,-0.05316519756391973,2229.5488844447323,5558.445233399825,15.585053852389919,2244.6640241804125,5551.121526667643,15.585053852389919,124378.8089790157,426815.6429758863,15.585053852389919,124395.17937527264,426811.88608143496,15.585053852389919,0.05025364388708714,0.248544152100294,0.050346947080670265,16.8,-0.03908883309122757,19.1,2025-12-03 10:00:00,Basculekelder
-0.04339211942465822,-0.09989376952830158,0.17615032704252948,0.22388359249571574,2229.548804365051,5558.445189631374,15.585226206833392,2244.6639875517385,5551.121476744489,15.585226206833392,124378.80891075623,426815.64291531336,15.585226206833392,124395.17935073988,426811.8860245832,15.585226206833392,-0.04773326545318625,0.14379030290001538,0.05650165010364336,16.8,-0.09744301041791914,19.1,2025-12-03 14:00:00,Basculekelder
0.03599267623873586,-0.025417896758214754,0.48564917172981,0.4982416166907284,2229.5487242925424,5558.44526901617,15.58553811115091,2244.663939648435,5551.121551220362,15.58553811115091,124378.8088149547,426815.6429747744,15.58553811115091,124395.17928739043,426811.8860864559,15.58553811115091,-0.012592444960918355,0.06831197038081882,0.061410572996950595,16.8,-0.16143091647791152,19.1,2025-12-03 18:00:00,Basculekelder
-0.06860970047479148,-0.06507635275714913,0.5009901672817907,0.5101720671042298,2229.5486503084103,5558.445164413793,15.585553685606397,2244.6638481400337,5551.121511561906,15.585553685606397,124378.8087662447,426815.64285627275,15.585553685606397,124395.17920707249,426811.8860273322,15.585553685606397,-0.009181899822439122,0.021984681552567054,-0.003533347717642355,16.8,-0.24417718327640614,19.1,2025-12-03 22:00:00,Basculekelder
0.005270179057743245,-0.03413654135733874,0.579414484843418,0.4870863639818957,2229.5486526706572,5558.445238293672,15.585639058526565,2244.6638117463262,5551.121542501717,15.585639058526565,124378.80875202036,426815.6429288088,15.585639058526565,124395.17916467988,426811.8860493468,15.585639058526565,0.09232812086152221,-0.01618028409211547,0.03940672041508198,16.8,-0.2611929135127866,19.1,2025-12-04 02:00:00,Basculekelder
0.0822678771995001,0.10998870441353717,0.7127380759981312,0.6222590540105992,2229.548673368182,5558.44531529137,15.5857722555425,2244.6638162061895,5551.121686626963,15.5857722555425,124378.80875496917,426815.6430084853,15.5857722555425,124395.17913678628,426811.88619081734,15.5857722555425,0.09047902198753183,0.04146125525039679,-0.027720827214037073,16.8,-0.2486142195721186,19.1,2025-12-04 06:00:00,Basculekelder
