,Name,Northing_RD,Easting_RD,Height,Timestamp,Easting_local,Northing_local
0,01_P1_0,426301.7960409721,124282.31593959685,9.301146719991316,2026-02-10 06:00:00+00:00,2020.5548227198742,5079.205146031571
1,02_P1_0,426301.792471124,124282.39638451776,6.904257088201645,2026-02-10 06:00:00+00:00,2020.6324304888556,5079.183671318308
2,03_P1_0,426307.3493916935,124258.07754136744,9.298549540580506,2026-02-10 06:00:00+00:00,1998.1729299082533,5090.039836942308
3,04_P1_0,426307.38885532366,124258.00326268323,6.831691509300971,2026-02-10 06:00:00+00:00,1998.1093614653328,5090.094916467547
4,05_P2_0,426345.8818965422,124292.40861415287,10.217114436896301,2026-02-10 06:00:00+00:00,2040.2536318740765,5119.916098598999
5,06_P2_0,426345.92884217616,124292.48709866425,7.588429710703571,2026-02-10 06:00:00+00:00,2040.3406291015363,5119.944297774305
6,07_P2_0,426351.5530564539,124268.23986087635,10.207289057572382,2026-02-10 06:00:00+00:00,2017.965972740527,5130.850033848111
7,08_P2_0,426351.54615093354,124268.1252229312,7.186468133601776,2026-02-10 06:00:00+00:00,2017.8526951318568,5130.868947548276
8,09_P3_0,426390.1337958741,124302.54094953931,11.089832645775104,2026-02-10 06:00:00+00:00,2060.0282403775286,5160.7800151195215
9,10_P3_0,426390.07691000873,124302.66347703918,7.980663227736192,2026-02-10 06:00:00+00:00,2060.1349376333314,5160.697161721855
10,11_P3_0,426395.6352659001,124278.33014393605,11.09473375646548,2026-02-10 06:00:00+00:00,2037.6616353733505,5171.55796766132
11,12_P3_0,426395.7882985903,124278.28420100751,7.941764521284036,2026-02-10 06:00:00+00:00,2037.6510897368898,5171.7173996107385
12,13_P5_1,426607.5077802086,124350.9321305795,11.380234294387934,2026-02-10 06:00:00+00:00,2155.819145007964,5361.820453981989
13,14_P5_1,426607.3943627978,124351.04650603952,8.017955532902052,2026-02-10 06:00:00+00:00,2155.905250840868,5361.684325217685
14,15_P5_1,426611.32563832385,124329.27089807525,11.355883094597752,2026-02-10 06:00:00+00:00,2135.560883564908,5370.387126468793
15,16_P5_1,426611.385737189,124329.16425246047,8.081642185562863,2026-02-10 06:00:00+00:00,2135.4703844653413,5370.4695587059305
16,17_P5_1,426609.58694236656,124339.66663610206,6.673797950398736,2026-02-10 06:00:00+00:00,2145.304237201593,5366.366990567549
17,18_P6_1,426780.881089045,124390.53387701773,10.995987478740009,2026-02-10 06:00:00+00:00,2233.2005091042893,5521.941430210714
18,19_P6_1,426780.87474976253,124390.6217202464,7.453420223434652,2026-02-10 06:00:00+00:00,2233.284708182042,5521.915601261232
19,20_P6_1,426785.68785602367,124369.50076267392,11.414733900659138,2026-02-10 06:00:00+00:00,2213.775664906531,5531.3314427602
20,21_P6_1,426785.7212407414,124369.35779128764,7.238698709110573,2026-02-10 06:00:00+00:00,2213.6437846920585,5531.39596380874
21,22_P6_1,426775.10812975635,124372.2704481542,6.174543898983872,2026-02-10 06:00:00+00:00,2214.108504097825,5520.400249612894
22,23_KW_0,426811.62365985307,124396.30989194539,9.9995281472739,2026-02-10 06:00:00+00:00,2245.7071889353692,5550.612861426034
23,24_KW_0,426811.62814643345,124396.30069635877,7.655698847807878,2026-02-10 06:00:00+00:00,2245.6992300145926,5550.6192913402565
24,25_KW_0,426815.8941450193,124377.69870404994,10.014071427929736,2026-02-10 06:00:00+00:00,2228.5229312988668,5558.9384033253455
25,26_KW_0,426815.89965806453,124377.69135177913,7.626056388430222,2026-02-10 06:00:00+00:00,2228.516998599378,5558.945421347194
26,27_KW_1,426812.3155155182,124401.11376555072,9.190314347642438,2026-02-10 06:00:00+00:00,2250.544092132245,5550.212569855579
27,28_KW_1,426811.3370981968,124400.82516388531,3.992829956873541,2026-02-10 06:00:00+00:00,2250.0439344957445,5549.323506463722
28,29_KW_1,426819.4924423111,124370.28409305094,9.736848581680205,2026-02-10 06:00:00+00:00,2222.1011470251797,5564.104144938001
29,30_KW_1,426824.9193908211,124372.12356917381,5.576858113663039,2026-02-10 06:00:00+00:00,2225.1080032464192,5568.9820807925935
30,31_P7_0,426875.9415979429,124413.93072769088,10.70775569950756,2026-02-10 06:00:00+00:00,2277.269252111507,5609.359156462939
31,32_P7_0,426875.98936229973,124414.05709996859,7.342465868541373,2026-02-10 06:00:00+00:00,2277.403106709249,5609.377441238561
32,33_P7_0,426881.4449537684,124389.81618191907,10.774648032605404,2026-02-10 06:00:00+00:00,2254.9968894299977,5620.117413928996
33,34_P7_0,426881.4728909604,124389.68735710357,7.1115857699681975,2026-02-10 06:00:00+00:00,2254.8775786945735,5620.173460946749
34,35_P9_0,426964.0064315942,124434.11894367018,8.789870530442927,2026-02-10 06:00:00+00:00,2316.645756406635,5690.676251221379
35,36_P9_0,426964.0498491136,124434.24060197562,6.506834757392882,2026-02-10 06:00:00+00:00,2316.7740441139044,5690.691353818425
36,37_P9_0,426969.4496969332,124410.03273031047,8.972925902920117,2026-02-10 06:00:00+00:00,2294.38756606132,5701.3696030865385
37,38_P9_0,426969.52443923755,124409.92142784953,6.338262512386956,2026-02-10 06:00:00+00:00,2294.2958038276956,5701.467349402828
45,TS1-1,426445.5612385126,124285.66564124642,7.894792056410972,2026-02-10 06:00:00+00:00,2055.9795577232712,5218.577814352613
46,TS2,426440.79305168934,124314.90204970434,7.063425738603768,2026-02-10 06:00:00+00:00,2083.4084434851634,5207.390347661692
47,TS3,426782.7427444802,124378.97054103098,7.759072410222729,2026-02-10 06:00:00+00:00,2222.3466517885936,5526.342598404763
