,Id,Timestamp,Easting,Northing,Height,EastingDiff,NorthingDiff,HeightDiff,Type,LongitudinalDisplacement,TransverseDisplacement,HeightDisplacement,Name
46922,153,2026-02-15 18:00:47.970000+00:00,124370.27403575846,426819.496118182,9.73303677737795,0.0001969535805983469,-0.003004915197379887,0.006956300264961968,0,0.002847446772701,-0.0009799759859250505,0.006956300264961968,29_KW_1
46923,152,2026-02-15 18:01:09.830000+00:00,124370.2741521059,426819.49931057374,9.732375205327346,-0.0016195559583138674,0.00014053581980988383,0.003454254099466425,0,0.0005095598010125806,-0.0015437164985681812,0.003454254099466425,29_KW_1
46924,122,2026-02-15 18:01:38.760000+00:00,124329.15096187497,426611.3900570633,8.087810038533169,0.0014109719195403159,-0.0019818455330096185,0.004146200090771046,0,-0.001559152750141795,0.0018675106897061498,0.004146200090771046,16_P5_1
46925,120,2026-02-15 18:01:54.230000+00:00,124329.26137893008,426611.32904876757,11.35971377270356,0.001127094918047078,-0.0021263225353322923,0.0016826060566881296,0,-0.0017697431174858273,0.0016308279420775944,0.0016826060566881296,15_P5_1
46926,149,2026-02-15 18:02:23.230000+00:00,124351.04055795712,426607.397188951,8.01555861592074,-0.0007537349447375163,0.0004564855480566621,0.0033327719529427924,0,-0.0003322417448833051,0.0008161561403677331,0.0033327719529427924,14_P5_1
46927,147,2026-02-15 18:02:39.620000+00:00,124350.92625211972,426607.51066530123,11.375862077215295,-0.0002552258665673435,0.0006725611165165901,0.0016424355428519277,0,-0.0006237772547073483,0.0003583024349971093,0.0016424355428519277,13_P5_1
46928,126,2026-02-15 18:02:54.780000+00:00,124339.65693966633,426609.5888836575,6.671585392688842,0.00011906218423973769,0.0003934964188374579,0.0009282035533839661,0,-0.0004100917231054619,-2.8982994914854263e-05,0.0009282035533839661,17_P5_1
46929,121,2026-02-15 18:03:12.190000+00:00,124329.26449253215,426611.3259375459,11.355827644394243,0.004949762442265637,-0.0017789466655813158,0.0015281223201206728,0,0.0003298973601621392,-0.0052493777922344685,0.0015281223201206728,15_P5_1
46930,123,2026-02-15 18:03:28.620000+00:00,124329.15303870472,426611.3847827956,8.080934505988033,0.0032820925989653915,-0.005495224031619728,0.0028188609339672155,0,0.004360382653106859,-0.00468579578133311,0.0028188609339672155,16_P5_1
46931,136,2026-02-15 18:04:01.170000+00:00,123855.61712127336,426533.0692744881,6.036572391707123,0.001351161568891257,-0.00483403803082183,0.014279849270384837,0,0.0017322218014324455,-0.0047109414026628065,0.014279849270384837,904_GSL_1
