,Name,Northing_RD,Easting_RD,Height,Timestamp,Easting_local,Northing_local
0,29_KW_1,426819.49725736753,124370.2785542761,9.73522307982341,2026-02-18 02:00:00+00:00,2222.096825726793,5564.110076984501
1,31_P7_0,426875.8640973681,124413.9528725846,10.70608890031643,2026-02-18 02:00:00+00:00,2277.273499135874,5609.278666102034
2,32_P7_0,426875.91174866667,124414.07950813838,7.340608551019066,2026-02-18 02:00:00+00:00,2277.4075850470576,5609.296781790248
3,33_P7_0,426881.44637004606,124389.8178691982,10.732289898945352,2026-02-18 02:00:00+00:00,2254.9988507689527,5620.11841687605
4,34_P7_0,426881.474181052,124389.68893143289,7.068899857181262,2026-02-18 02:00:00+00:00,2254.8794017185105,5620.1743661720675
5,34a_P7_0,426879.64474099944,124402.99488276434,6.569877668543616,2026-02-18 02:00:00+00:00,2267.438920593824,5615.4147782317605
6,35_P9_0,426963.9302684923,124434.14120528825,8.78842293567378,2026-02-18 02:00:00+00:00,2316.6504163867817,5690.597038329041
7,36_P9_0,426963.9737318057,124434.26268784505,6.505326890052744,2026-02-18 02:00:00+00:00,2316.778543043126,5690.612224874086
8,37_P9_0,426969.452432908,124410.03462113443,8.930686704451654,2026-02-18 02:00:00+00:00,2294.3900209999797,5701.371846755292
9,38_P9_0,426969.52724148566,124409.92308244562,6.295996460398189,2026-02-18 02:00:00+00:00,2294.29804335,5701.469710509038
10,38a_P9_0,426965.6201186142,124421.81339573323,5.602402250544195,2026-02-18 02:00:00+00:00,2305.0130258978934,5695.001765842575
16,TS5,426925.07652666676,124399.04011112759,8.554502350633113,2026-02-18 02:00:00+00:00,2273.747346536028,5660.579932164315
