,Name,Northing_RD,Easting_RD,Height,Timestamp,Easting_local,Northing_local
0,01_P1_0,426301.79576422134,124282.31829683388,9.299336568693473,2026-02-10 14:00:00+00:00,2020.5570583127862,5079.204348985952
1,02_P1_0,426301.79277698934,124282.39626165347,6.905777648020485,2026-02-10 14:00:00+00:00,2020.6323791594398,5079.183996917063
2,03_P1_0,426307.34974460467,124258.07697104417,9.29872739982539,2026-02-10 14:00:00+00:00,1998.1724529831206,5090.040308490143
3,04_P1_0,426307.3891200801,124258.0035458863,6.83221729926019,2026-02-10 14:00:00+00:00,1998.1096967170092,5090.095111162864
4,05_P2_0,426345.88191682735,124292.40956148067,10.216890021477562,2026-02-10 14:00:00+00:00,2040.254559733017,5119.915906455194
5,06_P2_0,426345.9289547761,124292.48730263603,7.588671238164149,2026-02-10 14:00:00+00:00,2040.3408530927143,5119.944361892809
6,07_P2_0,426351.5531962286,124268.23969024344,10.207092799405993,2026-02-10 14:00:00+00:00,2017.9658376989496,5130.850208250882
7,08_P2_0,426351.5463571328,124268.12519551667,7.186159799712942,2026-02-10 14:00:00+00:00,2017.852714538312,5130.869154654706
8,09_P3_0,426390.1336602588,124302.54144337999,11.089696292029728,2026-02-10 14:00:00+00:00,2060.0286913667937,5160.779772469968
9,10_P3_0,426390.0769163805,124302.66407188681,7.980920379437266,2026-02-10 14:00:00+00:00,2060.1355188320476,5160.697034866201
10,11_P3_0,426395.6353736948,124278.32954064227,11.094469532705176,2026-02-10 14:00:00+00:00,2037.661071481279,5171.55820767969
11,12_P3_0,426395.78841968084,124278.28363196347,7.94151467350635,2026-02-10 14:00:00+00:00,2037.6505622008688,5171.717644926443
12,13_P5_1,426607.5719403257,124350.52320452745,11.379933390061575,2026-02-10 14:00:00+00:00,2155.4349341681345,5361.974463940227
13,14_P5_1,426607.4612742626,124350.6182655823,8.019706013562205,2026-02-10 14:00:00+00:00,2155.502830519333,5361.845337385336
14,15_P5_1,426611.40720454586,124328.98767424184,11.357668151279146,2026-02-10 14:00:00+00:00,2135.303083178044,5370.5299821614235
15,16_P5_1,426611.4673100477,124328.88126190449,8.083426649603357,2026-02-10 14:00:00+00:00,2135.212812928953,5370.612368683513
16,17_P5_1,426609.64128121006,124339.42294558565,6.674762076040742,2026-02-10 14:00:00+00:00,2145.0788776054287,5366.474465355831
17,18_P6_1,426780.8639527836,124390.530345436,10.996095562624847,2026-02-10 14:00:00+00:00,2233.1932336783843,5521.925518211974
18,19_P6_1,426780.84757913963,124390.61728784174,7.453292331787053,2026-02-10 14:00:00+00:00,2233.274310099453,5521.890110697525
19,20_P6_1,426785.71117668616,124369.50793450458,11.414787765933003,2026-02-10 14:00:00+00:00,2213.787871767639,5531.352568124013
20,21_P6_1,426785.7426581841,124369.36411133091,7.238447500404417,2026-02-10 14:00:00+00:00,2213.6547356056954,5531.415424725721
21,22_P6_1,426775.12319258176,124372.2526064878,6.174591692826668,2026-02-10 14:00:00+00:00,2214.0944840807874,5520.418921862125
22,23_KW_0,426811.62372814503,124396.30980791508,9.999326804806868,2026-02-10 14:00:00+00:00,2245.707122311246,5550.612946784758
23,24_KW_0,426811.59147271723,124396.36185610667,7.655773732928543,2026-02-10 14:00:00+00:00,2245.7506360700745,5550.569865702337
24,25_KW_0,426815.89696289017,124377.76930031079,10.014475064399647,2026-02-10 14:00:00+00:00,2228.592368903432,5558.925357578366
25,26_KW_0,426815.9029003025,124377.769570436,7.626140449700416,2026-02-10 14:00:00+00:00,2228.593960367759,5558.931084102095
26,27_KW_1,426812.26146357885,124401.1860029079,9.190586266312197,2026-02-10 14:00:00+00:00,2250.6024076094704,5550.143728348956
27,28_KW_1,426811.28664402006,124400.89148646967,3.9928205083358494,2026-02-10 14:00:00+00:00,2250.097289899294,5549.2594946674835
28,29_KW_1,426819.51389474684,124370.37454539195,9.736851693264988,2026-02-10 14:00:00+00:00,2222.194106035453,5564.104819774153
29,30_KW_1,426824.9197880062,124372.12292723701,5.576374192250562,2026-02-10 14:00:00+00:00,2225.1074664265243,5568.982611512202
30,31_P7_0,426875.94175406976,124413.93048654805,10.70779356289625,2026-02-10 14:00:00+00:00,2277.2690520047636,5609.359362576381
31,32_P7_0,426875.9894538225,124414.05713574562,7.342471182431219,2026-02-10 14:00:00+00:00,2277.4031620530577,5609.377522438771
32,33_P7_0,426881.4449225211,124389.81613526004,10.774497070106797,2026-02-10 14:00:00+00:00,2254.996836963437,5620.117393911085
33,34_P7_0,426881.47284484364,124389.68733422155,7.111350589215435,2026-02-10 14:00:00+00:00,2254.8775460762154,5620.173421117296
34,35_P9_0,426964.0064890987,124434.1193318268,8.790310755678622,2026-02-10 14:00:00+00:00,2316.646147590449,5690.676220438971
35,36_P9_0,426964.0500014371,124434.24067414117,6.507315475323995,2026-02-10 14:00:00+00:00,2316.774148525062,5690.691486138536
36,37_P9_0,426969.4497506933,124410.0329313143,8.972826087044446,2026-02-10 14:00:00+00:00,2294.3877739974296,5701.369610520195
37,38_P9_0,426969.5244990246,124409.9215008741,6.338267369151972,2026-02-10 14:00:00+00:00,2294.295888375938,5701.467391339394
45,TS1-1,426445.5608399622,124285.66665993394,7.891445209009528,2026-02-10 14:00:00+00:00,2055.9804614411037,5218.577198024193
46,TS2,426440.79305033915,124314.90242191378,7.069853645803468,2026-02-10 14:00:00+00:00,2083.408805960268,5207.390263083391
47,TS3,426782.7420088539,124378.97144142448,7.757096918091387,2026-02-10 14:00:00+00:00,2222.3473648070817,5526.341680004429
